"species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy"
"Amegilla albigena",41.334,-8.03,NA,2016,9,10,"I. Cross","I. Cross"
"Amegilla quadrifasciata",41.316,-8.047,NA,2016,9,10,"I. Cross","I. Cross"
"Amegilla quadrifasciata",41.334,-8.03,NA,2016,9,10,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.19,-8.9,NA,2016,9,15,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.34,-8.84,NA,2016,9,17,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.074,-8.834,NA,2016,9,18,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.068,-8.811,NA,2016,9,20,"I. Cross","I. Cross"
"Amegilla albigena",37.2,-8.698,NA,2016,9,23,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.098,-8.864,NA,2016,9,25,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.109,-8.936,NA,2016,9,29,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.062,-8.84,NA,2016,10,9,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.068,-8.811,NA,2016,11,3,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.122,-8.635,NA,2017,5,22,"I. Cross","I. Cross"
"Amegilla albigena",37.667,-7.495,NA,2017,5,24,"I. Cross","I. Cross"
"Amegilla albigena",37.074,-8.834,NA,2017,5,26,"I. Cross","I. Cross"
"Amegilla quadrifasciata",37.068,-8.811,NA,2017,5,28,"I. Cross","I. Cross"
"Amegilla albigena",41.304,-8.054,NA,2017,6,13,"I. Cross","I. Cross"
"Amegilla albigena",38.746,-9.105,NA,2018,7,9,"M. Azevedo","D. Baldock"
"Amegilla albigena",38.756,-9.194,NA,2018,7,17,"M. Azevedo","D. Baldock"
"Amegilla albigena",38.746,-9.105,NA,2018,7,17,"M. Azevedo","D. Baldock"
"Amegilla quadrifasciata",36.234,-6.071,NA,2020,9,2,"Online_Witold2","Online_Witold2"
"Amegilla albigena",40.651,-3.972,NA,2019,7,17,"T. Wood","T. Wood"
"Amegilla quadrifasciata",40.929,-4.121,NA,2019,7,18,"T. Wood","T. Wood"
"Amegilla albigena",40.729,-3.978,NA,2019,7,19,"T. Wood","T. Wood"
"Amegilla albigena",40.77,-3.694,NA,2019,7,20,"T. Wood","T. Wood"
"Amegilla ochroleuca",40.77,-3.694,NA,2019,7,20,"T. Wood","T. Wood"
"Amegilla albigena",40.322,-3.563,NA,2019,7,21,"T. Wood","T. Wood"
"Amegilla quadrifasciata",40.322,-3.563,NA,2019,7,21,"T. Wood","T. Wood"
"Amegilla salviae",40.322,-3.563,NA,2019,7,21,"T. Wood","T. Wood"
"Amegilla albigena",40.901,-4.156,NA,2019,7,22,"T. Wood","T. Wood"
"Amegilla magnilabris",40.901,-4.156,NA,2019,7,22,"T. Wood","T. Wood"
"Amegilla ochroleuca",40.901,-4.156,NA,2019,7,22,"T. Wood","T. Wood"
"Amegilla ochroleuca",41.006,-4.11,NA,2019,7,23,"T. Wood","T. Wood"
"Amegilla andresi",38.654,-9.181,NA,2019,8,3,"T. Wood","T. Wood"
"Amegilla quadrifasciata",38.654,-9.181,NA,2019,8,3,"T. Wood","T. Wood"
"Amegilla albigena",38.459,-9.107,NA,2019,8,4,"T. Wood","T. Wood"
"Amegilla albigena",38.767,-0.065,NA,1972,NA,NA,NA,"Rasmont P"
"Amegilla quadrifasciata",38.974,1.442,NA,1979,NA,NA,"Hohmann","Hohmann"
"Amegilla quadrifasciata",39.516,-1.546,NA,2015,NA,NA,NA,NA
"Amegilla quadrifasciata",41.555,1.491,NA,2021,7,13,"Online_Cristobal Jimenez","Online_Cristobal Jimenez"
"Amegilla quadrifasciata",37.019,-4.551,NA,2021,8,7,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",37.019,-4.552,NA,2021,8,13,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",37.018,-4.55,NA,2021,8,24,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",38.101,-0.659,NA,2021,8,8,"Online_Andrew Lamb","Online_Andrew Lamb"
"Amegilla quadrifasciata",37.012,-4.555,NA,2021,8,17,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",41.755,0.526,NA,2021,8,21,"Online_Dani_sanchis","Online_Dani_sanchis"
"Amegilla quadrifasciata",42.049,2.034,NA,2021,8,19,"Online_Jordi_compte","Online_Jordi_compte"
"Amegilla quadrifasciata",37.39,-6.006,NA,2021,8,13,"Online_Wildchroma","Online_Wildchroma"
"Amegilla quadrifasciata",42.106,2.969,NA,2021,8,6,"Online_Lkrauel","Online_Lkrauel"
"Amegilla quadrifasciata",37.014,-4.55,NA,2021,8,9,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",38.35,-0.479,NA,2021,8,24,"Online_Alexandra Laking","Online_Alexandra Laking"
"Amegilla garrula",41.211,1.674,NA,2021,8,29,"Online_Arnau","Online_Angel M. Moreno"
"Amegilla quadrifasciata",39.632,3.252,NA,2021,8,9,NA,NA
"Amegilla quadrifasciata",42.047,2.034,NA,2021,9,1,"Online_Jordi_compte","Online_Jordi_compte"
"Amegilla quadrifasciata",41.864,-0.758,NA,2021,9,26,"Online_Trichiliocosm","Online_Trichiliocosm"
"Amegilla quadrifasciata",42.115,-8.47,NA,2021,9,18,"Online_Pazos","Online_Pazos"
"Amegilla quadrifasciata",36.98,-3.118,NA,2021,9,26,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",41.511,2.107,NA,2021,9,24,"Online_Blanca","Online_Blanca"
"Amegilla quadrifasciata",37.019,-4.551,NA,2021,9,16,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",41.529,1.654,NA,2021,9,24,"Online_Cristobal Jimenez","Online_Cristobal Jimenez"
"Amegilla quadrifasciata",37.398,-5.943,NA,2021,9,22,"Online_Marista","Online_Marista"
"Amegilla quadrifasciata",37.171,-4.182,NA,2021,9,5,"Online_Daniel Bulnes Roldán","Online_Daniel Bulnes Roldán"
"Amegilla quadrifasciata",36.98,-3.118,NA,2021,10,7,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla garrula",37.095,-3.703,NA,2021,10,4,"Online_Inma Torres","Online_Angel M. Moreno"
"Amegilla quadrifasciata",37.283,-6.42,NA,2020,6,27,"Online_Marista","Online_Marista"
"Amegilla quadrifasciata",39.667,2.917,NA,2020,6,20,"Online_Ivan_cortes","Online_Joan Díaz Calafat"
"Amegilla albigena",40.872,-3.625,NA,2020,7,3,"Online_Ángel Fernández Cancio","Online_Ángel Fernández Cancio"
"Amegilla quadrifasciata",38.354,-0.501,NA,2020,8,29,"Online_Vega","Online_Vega"
"Amegilla quadrifasciata",37.012,-4.554,NA,2020,8,23,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",37.019,-4.551,NA,2020,8,23,"Online_Susanne Vogel","Online_Susanne Vogel"
"Amegilla quadrifasciata",40.501,-3.766,NA,2020,8,30,"Online_Jorge Urosa","Online_John Ascher"
"Amegilla quadrifasciata",39.514,-0.503,NA,2020,8,17,"Online_Luis Orlando","Online_John Ascher"
"Amegilla quadrifasciata",40.531,-3.79,NA,2020,9,7,"Online_Ángel Fernández Cancio","Online_Ángel Fernández Cancio"
"Amegilla quadrifasciata",38.685,1.465,NA,2020,9,26,"Online_Mammal","Online_John Ascher"
"Amegilla garrula",37.087,-3.605,NA,2020,9,26,"Online_Aggranada","Online_Angel M. Moreno"
"Amegilla quadrifasciata",36.984,-3.579,NA,2020,9,4,"Online_Aggranada","Online_John Ascher"
"Amegilla albigena",36.98,-3.118,NA,2020,9,3,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",36.98,-3.118,NA,2020,10,3,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",42.128,2.645,NA,2019,6,23,"Online_Marcdomenech","Online_Mammal"
"Amegilla quadrifasciata",40.851,-3.95,NA,2019,7,21,"Online_Arno Beidts","Online_Angel M. Moreno"
"Amegilla quadrifasciata",41.078,0.476,NA,2019,7,29,"Online_Roger2495","Online_Marcdomenech"
"Amegilla albigena",41.865,3.03,NA,2019,7,10,NA,NA
"Amegilla quadrifasciata",40.824,-3.962,NA,2019,7,21,NA,NA
"Amegilla andresi",36.699,-2.671,NA,2019,7,19,"Online_Faluke",NA
"Amegilla quadrifasciata",42.018,3.07,NA,2019,8,13,"Online_Mammal","Online_Mammal"
"Amegilla quadrifasciata",36.734,-4.92,NA,2019,8,20,"Online_Fernando Pérez","Online_John Ascher"
"Amegilla garrula",39.624,-0.117,NA,2019,8,1,"Online_Lebrel","Online_Angel M. Moreno"
"Amegilla garrula",42.267,2.954,NA,2019,9,16,"Online_Puigneulos","Online_Angel M. Moreno"
"Amegilla quadrifasciata",36.998,-3.086,NA,2019,9,30,"Online_Jon Bowen","Online_Angel M. Moreno"
"Amegilla quadrifasciata",39.409,3.141,NA,2019,9,8,"Online_Drtimk","Online_Drtimk"
"Amegilla garrula",41.861,2.664,NA,2019,9,1,"Online_Alfons Delgado-Garcia","Online_Angel M. Moreno"
"Amegilla quadrifasciata",42.336,-3.537,NA,2019,9,22,NA,NA
"Amegilla quadrifasciata",38.054,-6.247,NA,2019,9,29,NA,NA
"Amegilla quadrifasciata",40.911,0.832,NA,2019,10,12,"Online_Sfitzgerald86","Online_John Ascher"
"Amegilla quadrifasciata",42.497,-8.883,NA,2018,7,10,NA,NA
"Amegilla quadrifasciata",40.949,0.75,NA,2018,7,26,NA,NA
"Amegilla quadrifasciata",41.09,-3.628,NA,2018,8,9,"Online_Ángel Fernández Cancio","Online_Ángel Fernández Cancio"
"Amegilla quadrifasciata",41.69,2.46,NA,2018,9,7,NA,NA
"Amegilla quadrifasciata",36.013,-5.59,NA,2018,10,4,NA,NA
"Amegilla quadrifasciata",36.013,-5.589,NA,2018,10,1,NA,NA
"Amegilla quadrifasciata",40.531,-3.788,NA,2018,10,13,"Online_Ángel Fernández Cancio","Online_Ángel Fernández Cancio"
"Amegilla quadrifasciata",42.582,0.691,NA,2017,9,1,NA,NA
"Amegilla quadrifasciata",41.85,2.71,NA,2017,9,20,NA,NA
"Amegilla quadrifasciata",38.835,-6.882,NA,2017,9,25,NA,NA
"Amegilla albigena",36.98,-3.117,NA,2017,9,6,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",41.006,0.379,NA,2017,10,25,NA,NA
"Amegilla quadrifasciata",41.007,0.379,NA,2017,10,24,NA,NA
"Amegilla quadrifasciata",39.07,-1.22,NA,2016,7,12,"Online_J. Estela Andreu","Online_J. Estela Andreu"
"Amegilla quadrifasciata",39.08,-1.23,NA,2016,7,15,"Online_J. Estela Andreu","Online_J. Estela Andreu"
"Amegilla quadrifasciata",39.12,-0.95,NA,2016,8,20,"Online_J. Estela Andreu","Online_J. Estela Andreu"
"Amegilla albigena",36.594,-4.641,NA,2016,8,16,NA,NA
"Amegilla quadrifasciata",36.922,-3.031,NA,2016,8,14,"Online_Faluke","Online_Faluke"
"Amegilla quadrifasciata",36.98,-3.118,NA,2016,8,13,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",39.2,-1.02,NA,2016,9,1,"Online_J. Estela Andreu","Online_J. Estela Andreu"
"Amegilla albigena",36.981,-3.116,NA,2016,9,14,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",39.355,3.002,NA,2016,NA,NA,NA,NA
"Amegilla quadrifasciata",36.974,-3.11,NA,2015,8,26,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",36.98,-3.118,NA,2015,9,17,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla albigena",36.98,-3.118,NA,2015,9,15,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",36.98,-3.118,NA,2015,11,7,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",39.833,4.223,NA,2015,NA,NA,NA,NA
"Amegilla quadrifasciata",39.873,4.135,NA,2015,NA,NA,NA,NA
"Amegilla quadrifasciata",40.042,4.104,NA,2015,NA,NA,NA,NA
"Amegilla quadrifasciata",36.978,-3.121,NA,2014,7,23,"Online_Simon Oliver","Online_John Ascher"
"Amegilla quadrifasciata",36.019,-5.589,NA,2014,9,7,NA,NA
"Amegilla albigena",36.99,-3.118,NA,2014,9,14,"Online_Simon Oliver","Online_Simon Oliver"
"Amegilla quadrifasciata",39.918,3.086,NA,2014,NA,NA,NA,NA
"Amegilla quadrifasciata",37.501,-1.8,NA,2011,6,24,"Online_Juan Bautista Vera Perez","Online_Karim Strohriegl"
"Amegilla quadrifasciata",39.53,-1.5,NA,2011,7,NA,"Online_C. Ornosa (U. C. Madrid)","Online_C. Ornosa (U. C. Madrid)"
"Amegilla quadrifasciata",39.807,2.797,NA,2011,NA,NA,NA,NA
"Amegilla quadrifasciata",39.798,2.777,NA,2010,NA,NA,NA,NA
"Amegilla quadrifasciata",39.798,2.777,NA,2009,NA,NA,NA,NA
"Amegilla quadrifasciata",39.482,3.087,NA,2008,NA,NA,NA,NA
"Amegilla quadrifasciata",39.774,3.129,NA,2007,NA,NA,NA,NA
"Amegilla quadrifasciata",39.355,3.002,NA,2003,NA,NA,NA,NA
"Amegilla quadrifasciata",39.748,2.649,NA,2002,NA,NA,NA,NA
"Amegilla quadrifasciata",36.621,-4.5,NA,1978,5,1,"Online_G.e. Bohart",NA
"Amegilla quadrifasciata",36.635,-4.485,NA,1978,5,1,"Online_Bohart, George","Online_Brooks, Robert"
"Amegilla velocissima",41.704,0.621,NA,1974,6,14,"Online_P.f. Torchio, E. Asensio",NA
"Amegilla velocissima",41.655,-0.646,NA,1974,6,18,"Online_P.f. Torchio, E. Asensio",NA
"Amegilla albigena",41.704,0.621,NA,1974,6,14,"Online_P.f. Torchio, E. Asensio","Online_R.w. Brooks 1988"
"Amegilla albigena",41.655,-0.646,NA,1974,6,18,"Online_P.f. Torchio, E. Asensio","Online_R.w. Brooks 1988"
"Amegilla albigena",41.653,-4.728,NA,1974,6,20,"Online_P.f. Torchio, E. Asensio",NA
"Amegilla quadrifasciata",41.648,-0.525,NA,1974,6,16,"Online_Torchio & Asensio","Online_Brooks, Robert"
"Amegilla quadrifasciata",41.619,0.764,NA,1974,6,15,"Online_Torchio & Asensio","Online_Brooks, Robert"
"Amegilla velocissima",41.648,-0.525,NA,1974,6,16,"Online_Torchio & Asensio","Online_Brooks, Robert"
"Amegilla velocissima",41.648,-0.646,NA,1974,6,18,"Online_Torchio & Asensio","Online_Brooks, Robert"
"Amegilla albigena",41.648,-0.646,NA,1974,6,18,"Online_Torchio & Asensio","Online_Brooks, Robert"
"Amegilla fasciata",42.044,3.161,NA,1963,6,17,"Online_Baker, Donald","Online_Baker, Donald"
"Amegilla fasciata",42.044,3.161,NA,1963,6,20,"Online_Baker, Donald","Online_Baker, Donald"
"Amegilla quadrifasciata",42.044,3.161,NA,1963,6,17,"Online_Baker, Donald",NA
"Amegilla quadrifasciata",42.055,3.2,NA,1963,6,19,"Online_Baker, Donald",NA
"Amegilla quadrifasciata",42.135,3.12,NA,1962,6,20,"Online_Baker, D. & Baker, M.",NA
"Amegilla quadrifasciata",41.915,3.202,NA,1962,6,22,"Online_Baker, D. & Baker, M.",NA
"Amegilla quadrifasciata",40.638,-8.609,NA,2021,7,31,"Online_Mhm43","Online_Mhm43"
"Amegilla quadrifasciata",38.707,-8.994,NA,2021,7,14,"Online_Projeto Kontarte-E8g Montijo","Online_Projeto Kontarte-E8g Montijo"
"Amegilla quadrifasciata",37.144,-8.608,NA,2021,8,12,"Online_A Rocha Portugal","Online_A Rocha Portugal"
"Amegilla quadrifasciata",37.144,-8.608,NA,2021,8,13,"Online_A Rocha Portugal","Online_A Rocha Portugal"
"Amegilla quadrifasciata",38.644,-9.096,NA,2021,8,25,"Online_Gonçalo Fernandes","Online_A Rocha Portugal"
"Amegilla albigena",38.83,-9.089,NA,2021,8,19,"Online_Soniaferreirai","Online_Soniaferreirai"
"Amegilla quadrifasciata",37.144,-8.608,NA,2021,8,27,"Online_A Rocha Portugal","Online_A Rocha Portugal"
"Amegilla quadrifasciata",40.638,-8.609,NA,2021,8,8,"Online_Mhm43","Online_Mhm43"
"Amegilla quadrifasciata",40.638,-8.609,NA,2021,8,10,"Online_Mhm43","Online_Mhm43"
"Amegilla albigena",38.904,-9.185,NA,2021,9,21,"Online_André Fabião","Online_Angel M. Moreno"
"Amegilla quadrifasciata",37.122,-8.673,NA,2021,10,9,"Online_A Rocha Portugal","Online_A Rocha Portugal"
"Amegilla quadrifasciata",41.822,-8.296,NA,2020,7,19,"Online_Cecilia Bouman","Online_Cecilia Bouman"
"Amegilla quadrifasciata",37.316,-8.592,NA,2020,7,26,"Online_Afranco","Online_Luís Lourenço"
"Amegilla quadrifasciata",39.008,-8.964,NA,2020,7,24,"Online_Soniaferreirai","Online_Jelle Devalez"
"Amegilla quadrifasciata",39.549,-8.944,NA,2020,8,10,"Online_André Fabião","Online_John Ascher"
"Amegilla quadrifasciata",40.639,-7.906,NA,2020,8,10,"Online_Rui Macário Ribeiro","Online_Rui Macário Ribeiro"
"Amegilla quadrifasciata",40.325,-7.944,NA,2020,8,19,"Online_José Costa","Online_Jelle Devalez"
"Amegilla quadrifasciata",37.66,-8.469,NA,2020,9,15,"Online_Buggybu",NA
"Amegilla quadrifasciata",37.034,-7.813,NA,2020,9,29,"Online_Associação Vita Nativa","Online_John Ascher"
"Amegilla quadrifasciata",39.781,-7.965,NA,2020,9,5,"Online_Guilherme Ramos","Online_John Ascher"
"Amegilla quadrifasciata",38.522,-9.144,NA,2020,9,18,"Online_Helio Batista","Online_John Ascher"
"Amegilla quadrifasciata",37.144,-8.608,NA,2020,10,7,"Online_A Rocha Portugal","Online_John Ascher"
"Amegilla quadrifasciata",37.089,-8.168,NA,2020,10,3,"Online_Alex Paunov","Online_Valter Jacinto"
"Amegilla quadrifasciata",37.144,-8.608,NA,2020,10,1,"Online_Ornithoboy","Online_Ornithoboy"
"Amegilla quadrifasciata",37.6,-8.204,NA,2019,6,10,"Online_Ingwephil","Online_Ingwephil"
"Amegilla quadrifasciata",39.936,-8.189,NA,2019,7,31,"Online_Anasacuta","Online_John Ascher"
"Amegilla quadrifasciata",38.018,-8.695,NA,2019,8,9,"Online_Daniel Raposo","Online_Angel M. Moreno"
"Amegilla albigena",38.684,-9.16,NA,2019,8,17,"Online_Llourenco92",NA
"Amegilla quadrifasciata",38.664,-9.169,NA,2019,8,23,"Online_Llourenco92",NA
"Amegilla quadrifasciata",38.648,-9.058,NA,2019,8,26,"Online_Llourenco92",NA
"Amegilla quadrifasciata",41.154,-8.656,NA,2019,9,9,"Online_Teresafernandes","Online_John Ascher"
"Amegilla quadrifasciata",40.092,-7.208,NA,2018,7,9,"Online_Andrew Theophilou","Online_Andrew Theophilou"
"Amegilla quadrifasciata",37.089,-8.164,NA,2018,8,26,"Online_J_naturalist","Online_J_naturalist"
"Amegilla quadrifasciata",37.484,-8.539,NA,2017,9,10,NA,NA
"Amegilla quadrifasciata",37.638,-8.621,NA,2015,8,12,NA,NA
"Amegilla albigena",37.189,-8.44,NA,2014,NA,NA,NA,NA
"Amegilla quadrifasciata",37.028,-8.003,NA,2012,6,22,"Online_Valter Jacinto","Online_Valter Jacinto"
"Amegilla quadrifasciata",37.091,-8.119,NA,2012,10,14,NA,NA
"Amegilla quadrifasciata",37.099,-8.348,NA,2011,7,11,"Online_David W. Baldock","Online_David W. Baldock"
"Amegilla quadrifasciata",40.27,-7.987,NA,2011,7,8,NA,NA
"Amegilla quadrifasciata",40.245,-7.95,NA,2011,7,24,NA,NA
"Amegilla fasciata",37.189,-8.438,NA,2010,10,12,"Online_David W. Baldock","Online_David W. Baldock"
"Amegilla albigena",38.515,-8.909,NA,2021,9,29,"Online_Tiagojrc","Online_Tiagojrc"
"Amegilla quadrifasciata",37.223,-7.439,NA,2021,9,28,"Online_Umbertuccio","Online_Umbertuccio"
"Amegilla quadrifasciata",37.014,-4.568,NA,2021,9,24,"Online_Susanne-Kasimir","Online_Susanne-Kasimir"
"Amegilla quadrifasciata",38.901,-9.185,NA,2021,9,13,"Online_Martaveigasantos","Online_Martaveigasantos"
"Amegilla quadrifasciata",37.723,-8.78,NA,2021,9,18,"Online_Ana579","Online_Ana579"
"Amegilla albigena",37.019,-4.552,NA,2021,9,17,"Online_Susanne-Kasimir","Online_Susanne-Kasimir"
"Amegilla quadrifasciata",36.934,-4.296,NA,2021,9,13,"Online_Valenmlg","Online_Valenmlg"
"Amegilla quadrifasciata",40.412,-3.691,NA,2021,9,10,"Online_Melesmeles","Online_Melesmeles"
"Amegilla albigena",38.452,-9.105,NA,2021,8,30,"Online_Tiagojrc","Online_Tiagojrc"
"Amegilla albigena",39.233,-8.656,NA,1968,7,20,"Online_Pedro Mendoça","Online_David W. Baldock"
"Amegilla andresi",38.614,-9.176,NA,1964,6,23,"Online_João Mendoça","Online_David W. Baldock"
"Amegilla andresi",38.618,-9.218,NA,1964,6,25,"Online_João Mendoça","Online_David W. Baldock"
"Amegilla quadrifasciata",38.018,-8.695,NA,NA,NA,NA,"Online_Draposo79",NA
"Amegilla quadrifasciata",38.664,-9.169,NA,NA,NA,NA,"Online_Llourenco92",NA
"Amegilla quadrifasciata",37.6,-8.204,NA,NA,NA,NA,"Online_Ingwephil",NA
"Amegilla quadrifasciata",37.011,-4.555,NA,2021,8,2,"Online_Susanne-Kasimir","Online_Susanne-Kasimir"
"Amegilla quadrifasciata",37.003,-4.552,NA,2021,8,1,"Online_Susanne-Kasimir","Online_Susanne-Kasimir"
"Amegilla quadrifasciata",42.877,2.862,NA,2021,9,23,"Online_Jcoates_pdnpa","Online_Jcoates_pdnpa"
"Amegilla quadrifasciata",37.101,-8.468,NA,2016,9,21,"Online_Loarie","Online_Loarie"
"Amegilla quadrifasciata",36.851,-4.354,NA,2022,1,31,"Online_Valenmlg","Online_Valenmlg"
"Amegilla quadrifasciata",40.12,-5.64,NA,2021,8,19,"Online_Joaotiagotavares","Online_Joaotiagotavares"
"Amegilla quadrifasciata",36.326,-5.254,NA,2021,10,29,"Online_Sophieheadland","Online_Sophieheadland"
"Amegilla quadrifasciata",40.725,-4.126,NA,2021,7,29,"Online_Tejavibis","Online_Tejavibis"
"Amegilla quadrifasciata",37.085,-8.313,NA,2021,10,10,"Online_Pirjopeltonensainio","Online_Pirjopeltonensainio"
"Amegilla quadrifasciata",39.837,-8.329,NA,2021,8,29,"Online_Paulomartins","Online_Paulomartins"
"Amegilla albigena",39.837,-8.311,NA,2021,8,29,"Online_Paulomartins","Online_Paulomartins"
"Amegilla quadrifasciata",40.121,-8.384,NA,2021,8,28,"Online_Luis_cardoso","Online_Luis_cardoso"
"Amegilla quadrifasciata",36.978,-3.121,NA,2021,8,18,"Online_Simon_oliver","Online_Simon_oliver"
"Amegilla quadrifasciata",40.412,-3.692,NA,2021,8,18,"Online_Angel_fernandez_cancio","Online_Angel_fernandez_cancio"
"Amegilla quadrifasciata",40.729,-3.176,NA,2021,8,18,"Online_Robarbaqui","Online_Robarbaqui"
"Amegilla quadrifasciata",37.139,-8.477,NA,2021,8,14,"Online_Arochaportugal","Online_Arochaportugal"
"Amegilla quadrifasciata",37.144,-8.608,NA,2021,8,10,"Online_Arochaportugal","Online_Arochaportugal"
"Amegilla quadrifasciata",37.144,-8.608,NA,2021,8,9,"Online_Arochaportugal","Online_Arochaportugal"
"Amegilla quadrifasciata",39,-8.945,NA,2021,7,27,"Online_Tiagojrc","Online_Tiagojrc"
"Amegilla quadrifasciata",37.011,-4.555,NA,2021,7,27,"Online_Susanne-Kasimir","Online_Susanne-Kasimir"
"Amegilla quadrifasciata",38.755,-9.157,NA,2021,7,13,"Online_Tiagojrc","Online_Tiagojrc"
"Amegilla quadrifasciata",37.645,-7.662,NA,2021,7,13,"Online_Vera208","Online_Vera208"
"Amegilla quadrifasciata",38.522,-8.838,NA,2021,7,2,"Online_Jsousa50","Online_Jsousa50"
"Amegilla albigena",38.83,-9.089,NA,2021,6,26,"Online_Soniaferreirai","Online_Soniaferreirai"
"Amegilla albigena",37.027,-4.332,NA,2020,8,28,"Online_Aventu1006","Online_Aventu1006"
"Amegilla quadrifasciata",40.495,-3.659,NA,2018,9,6,"Online_Angel_fernandez_cancio","Online_Angel_fernandez_cancio"
"Amegilla quadrifasciata",41.217,-6.964,NA,2020,10,15,"Online_Cpachec","Online_Cpachec"
"Amegilla quadrifasciata",37.635,-7.665,NA,2020,10,4,"Online_Crpalma","Online_Crpalma"
"Amegilla quadrifasciata",37.144,-8.608,NA,2020,10,2,"Online_Arochaportugal","Online_Arochaportugal"
"Amegilla quadrifasciata",37.138,-8.02,NA,2020,9,26,"Online_Fernandodelgado","Online_Fernandodelgado"
"Amegilla quadrifasciata",38.136,-8.49,NA,2020,9,14,"Online_Paulomartins","Online_Paulomartins"
"Amegilla quadrifasciata",39.837,-8.329,NA,2020,9,13,"Online_Paulomartins","Online_Paulomartins"
"Amegilla quadrifasciata",39.348,-7.408,NA,2020,9,6,"Online_Tjrf","Online_Tjrf"
"Amegilla quadrifasciata",40.642,-7.989,NA,2020,8,19,"Online_Rmribeiro","Online_Rmribeiro"
"Amegilla quadrifasciata",39.703,-8.289,NA,2020,8,16,"Online_Jrolhas","Online_Jrolhas"
"Amegilla quadrifasciata",38.112,-8.55,NA,2020,8,7,"Online_Miguelabreu","Online_Miguelabreu"
"Amegilla quadrifasciata",39.651,-8.403,NA,2020,8,7,"Online_Afranco","Online_Afranco"
"Amegilla quadrifasciata",38.623,-9.206,NA,2020,7,27,"Online_Llourenco92","Online_Llourenco92"
"Amegilla quadrifasciata",39.936,-8.189,NA,2020,7,24,"Online_Anasacuta","Online_Anasacuta"
"Amegilla quadrifasciata",41.641,-7.627,NA,2020,7,23,"Online_P_alves","Online_P_alves"
"Amegilla quadrifasciata",39.803,-8.861,NA,2020,7,12,"Online_Vascoduarte","Online_Vascoduarte"
"Amegilla quadrifasciata",40.158,-8.608,NA,2020,6,6,"Online_Danielafonseca","Online_Danielafonseca"
"Amegilla quadrifasciata",40.417,-3.503,NA,2019,9,25,"Online_Angelmm","Online_Angelmm"
"Amegilla quadrifasciata",37.694,-7.654,NA,2019,9,24,"Online_Joaotiagotavares","Online_Joaotiagotavares"
"Amegilla quadrifasciata",38.664,-9.169,NA,2019,8,14,"Online_Marioestevens","Online_Marioestevens"
"Amegilla quadrifasciata",38.525,-9.144,NA,2019,8,28,"Online_Hecosta","Online_Hecosta"
"Amegilla quadrifasciata",38.664,-9.169,NA,2019,8,7,"Online_Llourenco92","Online_Llourenco92"
"Amegilla quadrifasciata",39.471,-8.33,NA,2019,7,4,"Online_Altriflorestal","Online_Altriflorestal"
"Amegilla albigena",40.23,-3.544,NA,2016,7,13,"Online_Angelmm","Online_Angelmm"
"Amegilla quadrifasciata",37.841,-4.035,NA,2018,11,7,"Online_Gardenula","Online_Gardenula"
"Amegilla quadrifasciata",37.106,-8.81,NA,2018,9,30,"Online_Marioestevens","Online_Marioestevens"
"Amegilla quadrifasciata",39.913,-3.625,NA,2018,8,19,"Online_Samcabi","Online_Samcabi"
"Amegilla quadrifasciata",41.913,2.699,NA,2017,6,15,"Online_Orlandof","Online_Orlandof"
"Amegilla albigena",38.603,-0.045,NA,2018,7,28,"Online_Angelmm","Online_Angelmm"
"Amegilla quadrifasciata",37.84,-1.342,NA,2018,5,6,"Online_Emilio2020","Online_Emilio2020"
